Driver,TeamName,LapNumber,Compound,TyreLife,AirTemp,TrackTemp,LapTimeSeconds,Race,Year
ZHO,Kick Sauber,5.0,SOFT,5.0,20.2,31.3,75.518,Canadian,2024
OCO,Alpine,5.0,SOFT,5.0,20.2,31.3,74.612,Canadian,2024
TSU,RB,4.0,SOFT,4.0,20.2,31.3,74.248,Canadian,2024
STR,Aston Martin,5.0,SOFT,5.0,20.2,31.3,73.543,Canadian,2024
SAR,Williams,5.0,SOFT,5.0,20.2,31.3,74.243,Canadian,2024
RIC,RB,4.0,SOFT,4.0,20.2,31.3,73.978,Canadian,2024
BOT,Kick Sauber,4.0,SOFT,4.0,20.2,31.3,74.102,Canadian,2024
VER,Red Bull Racing,5.0,SOFT,5.0,20.3,31.1,73.368,Canadian,2024
PER,Red Bull Racing,5.0,SOFT,5.0,20.3,31.1,74.494,Canadian,2024
LEC,Ferrari,4.0,SOFT,4.0,20.3,31.1,73.783,Canadian,2024
HUL,Haas F1 Team,4.0,SOFT,4.0,20.3,31.1,74.101,Canadian,2024
ALO,Aston Martin,5.0,SOFT,5.0,20.3,31.1,73.622,Canadian,2024
ALB,Williams,5.0,SOFT,5.0,20.3,31.0,73.874,Canadian,2024
SAI,Ferrari,5.0,SOFT,5.0,20.3,31.0,73.777,Canadian,2024
RUS,Mercedes,5.0,SOFT,5.0,20.2,30.8,73.242,Canadian,2024
HAM,Mercedes,5.0,SOFT,5.0,20.2,30.8,73.443,Canadian,2024
LEC,Ferrari,7.0,SOFT,7.0,20.1,30.6,73.572,Canadian,2024
ZHO,Kick Sauber,8.0,SOFT,2.0,20.2,30.9,75.405,Canadian,2024
HUL,Haas F1 Team,7.0,SOFT,2.0,20.2,30.9,74.119,Canadian,2024
GAS,Alpine,8.0,SOFT,3.0,20.2,30.9,73.289,Canadian,2024
MAG,Haas F1 Team,6.0,SOFT,2.0,20.2,30.9,73.577,Canadian,2024
PIA,McLaren,7.0,SOFT,2.0,20.2,30.9,73.807,Canadian,2024
STR,Aston Martin,8.0,SOFT,2.0,20.2,30.9,73.088,Canadian,2024
OCO,Alpine,8.0,SOFT,2.0,20.2,30.9,73.435,Canadian,2024
ALO,Aston Martin,8.0,SOFT,2.0,20.2,30.9,73.117,Canadian,2024
SAR,Williams,9.0,SOFT,3.0,20.2,30.9,73.327,Canadian,2024
NOR,McLaren,8.0,SOFT,2.0,20.2,30.9,72.959,Canadian,2024
RIC,RB,7.0,SOFT,2.0,20.2,30.9,73.375,Canadian,2024
TSU,RB,7.0,SOFT,2.0,20.2,30.9,73.134,Canadian,2024
ALB,Williams,8.0,SOFT,2.0,20.2,30.9,73.723,Canadian,2024
RUS,Mercedes,8.0,SOFT,8.0,20.4,31.1,73.013,Canadian,2024
HAM,Mercedes,8.0,SOFT,8.0,20.4,31.1,72.851,Canadian,2024
ZHO,Kick Sauber,10.0,SOFT,4.0,20.4,31.1,74.292,Canadian,2024
SAI,Ferrari,10.0,SOFT,2.0,20.4,31.1,73.038,Canadian,2024
HUL,Haas F1 Team,9.0,SOFT,4.0,20.5,31.3,73.978,Canadian,2024
MAG,Haas F1 Team,8.0,SOFT,4.0,20.5,31.3,73.217,Canadian,2024
LEC,Ferrari,10.0,SOFT,2.0,20.5,31.3,73.107,Canadian,2024
BOT,Kick Sauber,9.0,SOFT,4.0,20.5,31.3,73.366,Canadian,2024
PIA,McLaren,9.0,SOFT,4.0,20.5,31.3,72.907,Canadian,2024
PER,Red Bull Racing,10.0,SOFT,2.0,20.5,31.3,73.326,Canadian,2024
STR,Aston Martin,10.0,SOFT,4.0,20.5,31.3,73.162,Canadian,2024
OCO,Alpine,10.0,SOFT,4.0,20.5,31.3,73.436,Canadian,2024
SAR,Williams,11.0,SOFT,5.0,20.5,31.3,73.063,Canadian,2024
RIC,RB,9.0,SOFT,4.0,20.5,31.3,73.24,Canadian,2024
VER,Red Bull Racing,10.0,SOFT,2.0,20.5,31.3,72.36,Canadian,2024
TSU,RB,9.0,SOFT,4.0,20.5,31.3,72.748,Canadian,2024
ALB,Williams,10.0,SOFT,4.0,20.5,31.3,72.896,Canadian,2024
LEC,Ferrari,11.0,SOFT,3.0,20.5,31.3,73.122,Canadian,2024
RUS,Mercedes,11.0,SOFT,2.0,20.7,30.7,73.121,Canadian,2024
HAM,Mercedes,11.0,SOFT,2.0,20.7,30.7,73.104,Canadian,2024
MAG,Haas F1 Team,11.0,SOFT,2.0,20.7,30.7,73.202,Canadian,2024
NOR,McLaren,11.0,SOFT,2.0,20.7,30.5,73.207,Canadian,2024
PIA,McLaren,12.0,SOFT,2.0,20.7,30.5,72.462,Canadian,2024
VER,Red Bull Racing,13.0,SOFT,3.0,20.7,30.5,73.084,Canadian,2024
SAR,Williams,14.0,SOFT,6.0,20.7,30.7,73.782,Canadian,2024
ALB,Williams,13.0,SOFT,5.0,20.7,30.7,73.453,Canadian,2024
SAI,Ferrari,14.0,SOFT,3.0,20.7,30.7,73.078,Canadian,2024
STR,Aston Martin,13.0,SOFT,6.0,20.7,30.7,73.252,Canadian,2024
ALO,Aston Martin,12.0,SOFT,5.0,20.7,30.7,72.851,Canadian,2024
LEC,Ferrari,14.0,SOFT,2.0,20.7,30.7,72.773,Canadian,2024
TSU,RB,13.0,SOFT,8.0,20.7,30.7,72.967,Canadian,2024
RIC,RB,13.0,SOFT,8.0,20.7,30.7,72.929,Canadian,2024
GAS,Alpine,13.0,SOFT,8.0,20.7,30.8,73.731,Canadian,2024
RUS,Mercedes,13.0,SOFT,4.0,20.7,30.8,72.323,Canadian,2024
HAM,Mercedes,13.0,SOFT,4.0,20.7,30.8,72.591,Canadian,2024
MAG,Haas F1 Team,13.0,SOFT,4.0,20.7,30.8,72.916,Canadian,2024
NOR,McLaren,13.0,SOFT,4.0,20.7,30.8,72.692,Canadian,2024
PIA,McLaren,14.0,SOFT,4.0,20.7,30.7,72.466,Canadian,2024
SAR,Williams,16.0,SOFT,8.0,20.7,30.7,73.378,Canadian,2024
VER,Red Bull Racing,16.0,SOFT,6.0,20.7,30.9,72.94,Canadian,2024
SAI,Ferrari,17.0,SOFT,6.0,20.7,30.9,72.927,Canadian,2024
LEC,Ferrari,17.0,SOFT,5.0,20.8,30.9,72.915,Canadian,2024
SAR,Williams,19.0,SOFT,2.0,20.7,30.2,72.74,Canadian,2024
PIA,McLaren,17.0,SOFT,7.0,20.7,30.2,72.691,Canadian,2024
ALB,Williams,16.0,SOFT,2.0,20.7,30.3,72.9,Canadian,2024
NOR,McLaren,16.0,SOFT,5.0,20.7,30.3,72.201,Canadian,2024
STR,Aston Martin,16.0,SOFT,2.0,20.7,30.3,72.659,Canadian,2024
RIC,RB,16.0,SOFT,2.0,20.7,30.3,72.572,Canadian,2024
TSU,RB,16.0,SOFT,2.0,20.7,30.3,72.303,Canadian,2024
ALO,Aston Martin,15.0,SOFT,2.0,20.8,30.7,72.635,Canadian,2024
LEC,Ferrari,20.0,SOFT,6.0,20.8,30.7,72.691,Canadian,2024
GAS,Alpine,17.0,SOFT,3.0,20.8,30.7,72.94,Canadian,2024
VER,Red Bull Racing,19.0,SOFT,2.0,20.8,30.7,72.549,Canadian,2024
HAM,Mercedes,19.0,SOFT,2.0,20.8,30.7,71.979,Canadian,2024
SAR,Williams,21.0,SOFT,4.0,20.8,30.7,72.736,Canadian,2024
RUS,Mercedes,19.0,SOFT,2.0,20.8,30.7,71.742,Canadian,2024
PIA,McLaren,19.0,SOFT,9.0,20.8,30.7,72.821,Canadian,2024
SAI,Ferrari,21.0,SOFT,6.0,20.8,30.7,72.728,Canadian,2024
ALB,Williams,18.0,SOFT,4.0,20.8,30.7,72.485,Canadian,2024
STR,Aston Martin,18.0,SOFT,4.0,20.9,30.5,72.796,Canadian,2024
PIA,McLaren,22.0,SOFT,7.0,20.8,29.9,72.713,Canadian,2024
VER,Red Bull Racing,22.0,SOFT,4.0,20.8,29.9,72.358,Canadian,2024
NOR,McLaren,19.0,SOFT,7.0,20.8,29.9,73.37,Canadian,2024
ALO,Aston Martin,19.0,SOFT,5.0,20.8,30.0,72.781,Canadian,2024
STR,Aston Martin,21.0,SOFT,6.0,20.8,30.0,73.154,Canadian,2024
ALB,Williams,21.0,SOFT,6.0,20.8,30.0,73.228,Canadian,2024
TSU,RB,20.0,SOFT,8.0,20.8,30.2,73.368,Canadian,2024
RIC,RB,21.0,SOFT,8.0,20.8,30.6,73.716,Canadian,2024
RUS,Mercedes,22.0,SOFT,5.0,20.8,30.6,72.0,Canadian,2024
HAM,Mercedes,22.0,SOFT,5.0,20.8,30.6,72.28,Canadian,2024
PIA,McLaren,26.0,SOFT,3.0,20.9,31.5,72.103,Canadian,2024
NOR,McLaren,22.0,SOFT,2.0,21.0,31.4,72.021,Canadian,2024
STR,Aston Martin,24.0,SOFT,2.0,21.0,31.1,72.701,Canadian,2024
PIA,McLaren,28.0,SOFT,5.0,21.0,31.1,72.217,Canadian,2024
RIC,RB,24.0,SOFT,2.0,21.0,31.1,72.178,Canadian,2024
ALO,Aston Martin,22.0,SOFT,2.0,21.0,31.1,72.228,Canadian,2024
ALB,Williams,25.0,SOFT,3.0,21.0,31.1,72.796,Canadian,2024
NOR,McLaren,24.0,SOFT,4.0,21.0,31.1,72.333,Canadian,2024
TSU,RB,23.0,SOFT,2.0,21.0,30.9,72.414,Canadian,2024
VER,Red Bull Racing,26.0,SOFT,2.0,21.0,30.9,72.0,Canadian,2024
RUS,Mercedes,25.0,SOFT,2.0,21.0,30.9,72.026,Canadian,2024
HAM,Mercedes,25.0,SOFT,2.0,21.0,30.9,72.301,Canadian,2024
SAR,Williams,2.0,SOFT,2.0,24.2,37.9,74.301,Spanish,2024
ZHO,Kick Sauber,2.0,SOFT,2.0,24.2,37.9,74.334,Spanish,2024
RIC,RB,2.0,SOFT,2.0,24.2,37.5,73.771,Spanish,2024
TSU,RB,2.0,SOFT,2.0,24.2,37.5,74.046,Spanish,2024
STR,Aston Martin,2.0,SOFT,2.0,24.2,37.5,74.038,Spanish,2024
PER,Red Bull Racing,2.0,SOFT,2.0,24.2,37.0,73.09,Spanish,2024
ALB,Williams,2.0,SOFT,2.0,24.2,37.0,73.398,Spanish,2024
VER,Red Bull Racing,2.0,SOFT,2.0,24.2,37.5,72.306,Spanish,2024
PIA,McLaren,2.0,SOFT,2.0,24.2,37.5,73.04,Spanish,2024
HAM,Mercedes,2.0,SOFT,2.0,24.2,37.5,73.033,Spanish,2024
MAG,Haas F1 Team,2.0,SOFT,2.0,24.2,37.5,73.526,Spanish,2024
NOR,McLaren,2.0,SOFT,2.0,24.2,37.5,72.386,Spanish,2024
ALO,Aston Martin,2.0,SOFT,2.0,24.2,37.5,73.143,Spanish,2024
OCO,Alpine,2.0,SOFT,2.0,24.2,37.5,73.247,Spanish,2024
BOT,Kick Sauber,2.0,SOFT,2.0,24.2,37.5,73.203,Spanish,2024
LEC,Ferrari,2.0,SOFT,2.0,24.2,37.5,72.257,Spanish,2024
SAI,Ferrari,2.0,SOFT,2.0,24.2,37.5,72.403,Spanish,2024
HUL,Haas F1 Team,2.0,SOFT,2.0,24.2,37.5,73.014,Spanish,2024
GAS,Alpine,2.0,SOFT,2.0,24.2,37.5,73.011,Spanish,2024
RUS,Mercedes,2.0,SOFT,2.0,24.2,37.5,72.456,Spanish,2024
STR,Aston Martin,5.0,SOFT,2.0,24.2,37.5,73.216,Spanish,2024
ZHO,Kick Sauber,5.0,SOFT,2.0,24.2,37.5,73.468,Spanish,2024
TSU,RB,5.0,SOFT,2.0,24.2,37.5,73.399,Spanish,2024
RIC,RB,5.0,SOFT,2.0,24.2,37.3,73.269,Spanish,2024
SAR,Williams,5.0,SOFT,2.0,24.2,37.3,73.81,Spanish,2024
ALB,Williams,5.0,SOFT,2.0,24.1,36.9,73.153,Spanish,2024
PER,Red Bull Racing,5.0,SOFT,2.0,24.1,36.7,72.477,Spanish,2024
BOT,Kick Sauber,5.0,SOFT,2.0,24.1,36.7,72.758,Spanish,2024
ZHO,Kick Sauber,8.0,SOFT,2.0,24.1,36.7,72.88,Spanish,2024
OCO,Alpine,5.0,SOFT,2.0,24.1,36.7,72.691,Spanish,2024
MAG,Haas F1 Team,5.0,SOFT,2.0,24.1,36.7,72.937,Spanish,2024
PIA,McLaren,5.0,SOFT,2.0,24.1,36.7,72.46,Spanish,2024
HAM,Mercedes,5.0,SOFT,2.0,24.1,36.7,72.143,Spanish,2024
RIC,RB,8.0,SOFT,2.0,24.1,36.7,73.075,Spanish,2024
ALO,Aston Martin,5.0,SOFT,2.0,24.1,36.7,72.505,Spanish,2024
GAS,Alpine,5.0,SOFT,2.0,24.1,36.7,72.651,Spanish,2024
STR,Aston Martin,8.0,SOFT,2.0,24.1,36.7,72.881,Spanish,2024
TSU,RB,8.0,SOFT,2.0,24.0,36.5,72.985,Spanish,2024
HUL,Haas F1 Team,5.0,SOFT,2.0,24.0,36.5,72.708,Spanish,2024
SAR,Williams,8.0,SOFT,2.0,24.0,36.5,73.509,Spanish,2024
STR,Aston Martin,11.0,SOFT,5.0,24.0,35.6,73.63,Spanish,2024
OCO,Alpine,8.0,SOFT,2.0,23.9,36.3,72.376,Spanish,2024
PER,Red Bull Racing,8.0,SOFT,2.0,23.9,36.3,72.27,Spanish,2024
GAS,Alpine,8.0,SOFT,2.0,23.9,36.3,72.182,Spanish,2024
HUL,Haas F1 Team,8.0,SOFT,2.0,23.9,36.3,72.365,Spanish,2024
ALO,Aston Martin,8.0,SOFT,2.0,23.9,36.3,72.555,Spanish,2024
BOT,Kick Sauber,8.0,SOFT,2.0,24.0,36.2,72.482,Spanish,2024
ZHO,Kick Sauber,11.0,SOFT,5.0,24.0,36.2,73.961,Spanish,2024
LEC,Ferrari,5.0,SOFT,2.0,24.0,36.2,72.038,Spanish,2024
PIA,McLaren,8.0,SOFT,2.0,24.0,36.2,72.011,Spanish,2024
SAI,Ferrari,5.0,SOFT,2.0,24.0,36.2,71.874,Spanish,2024
NOR,McLaren,5.0,SOFT,2.0,24.0,36.2,71.872,Spanish,2024
VER,Red Bull Racing,5.0,SOFT,2.0,24.0,36.2,71.653,Spanish,2024
HAM,Mercedes,8.0,SOFT,5.0,24.0,36.2,72.666,Spanish,2024
RUS,Mercedes,6.0,SOFT,2.0,24.0,36.2,72.114,Spanish,2024
STR,Aston Martin,14.0,SOFT,2.0,24.0,36.2,72.372,Spanish,2024
HAM,Mercedes,11.0,SOFT,2.0,24.0,35.8,71.792,Spanish,2024
BOT,Kick Sauber,11.0,SOFT,2.0,24.0,35.8,72.227,Spanish,2024
ZHO,Kick Sauber,14.0,SOFT,2.0,24.0,35.8,72.738,Spanish,2024
OCO,Alpine,11.0,SOFT,2.0,23.9,35.6,72.109,Spanish,2024
HUL,Haas F1 Team,11.0,SOFT,2.0,23.9,35.6,72.31,Spanish,2024
GAS,Alpine,11.0,SOFT,2.0,23.9,35.6,72.079,Spanish,2024
PER,Red Bull Racing,11.0,SOFT,2.0,23.9,35.6,72.054,Spanish,2024
ALO,Aston Martin,11.0,SOFT,2.0,23.9,35.6,72.128,Spanish,2024
RUS,Mercedes,9.0,SOFT,2.0,23.9,35.6,71.812,Spanish,2024
PER,Red Bull Racing,14.0,SOFT,5.0,23.9,35.6,73.061,Spanish,2024
VER,Red Bull Racing,8.0,SOFT,2.0,23.9,35.6,71.673,Spanish,2024
OCO,Alpine,14.0,SOFT,5.0,23.9,35.6,73.045,Spanish,2024
SAI,Ferrari,8.0,SOFT,2.0,23.9,35.6,71.915,Spanish,2024
PIA,McLaren,13.0,SOFT,4.0,23.9,35.6,72.542,Spanish,2024
GAS,Alpine,14.0,SOFT,5.0,23.9,36.0,72.853,Spanish,2024
NOR,McLaren,8.0,SOFT,2.0,23.9,36.0,71.796,Spanish,2024
LEC,Ferrari,8.0,SOFT,2.0,23.9,36.0,71.949,Spanish,2024
HAM,Mercedes,14.0,SOFT,2.0,23.9,36.0,71.816,Spanish,2024
RUS,Mercedes,12.0,SOFT,2.0,23.9,36.0,71.84,Spanish,2024
PER,Red Bull Racing,17.0,SOFT,2.0,24.0,36.0,72.061,Spanish,2024
OCO,Alpine,17.0,SOFT,2.0,24.0,36.0,72.125,Spanish,2024
SAI,Ferrari,11.0,SOFT,2.0,24.0,36.0,71.736,Spanish,2024
LEC,Ferrari,11.0,SOFT,2.0,24.0,36.0,71.731,Spanish,2024
VER,Red Bull Racing,11.0,SOFT,2.0,24.0,36.0,71.403,Spanish,2024
GAS,Alpine,17.0,SOFT,2.0,24.0,35.9,71.857,Spanish,2024
NOR,McLaren,11.0,SOFT,2.0,24.0,35.9,71.383,Spanish,2024
HAM,Mercedes,17.0,SOFT,2.0,24.0,35.9,71.701,Spanish,2024
RUS,Mercedes,15.0,SOFT,2.0,24.0,35.9,71.703,Spanish,2024
VER,Red Bull Racing,2.0,SOFT,5.0,31.4,47.1,66.054,Austrian,2024
PER,Red Bull Racing,2.0,SOFT,5.0,31.4,47.1,66.201,Austrian,2024
GAS,Alpine,2.0,SOFT,8.0,31.4,47.1,66.853,Austrian,2024
STR,Aston Martin,2.0,SOFT,5.0,31.4,47.1,67.029,Austrian,2024
ALO,Aston Martin,2.0,SOFT,5.0,31.4,47.1,66.829,Austrian,2024
OCO,Alpine,2.0,SOFT,8.0,31.4,47.2,66.452,Austrian,2024
ALB,Williams,2.0,SOFT,2.0,31.4,47.2,66.303,Austrian,2024
SAI,Ferrari,2.0,SOFT,5.0,31.4,47.2,65.941,Austrian,2024
LEC,Ferrari,2.0,SOFT,4.0,31.4,47.2,65.901,Austrian,2024
NOR,McLaren,2.0,SOFT,5.0,31.4,47.2,65.91,Austrian,2024
PIA,McLaren,2.0,SOFT,5.0,31.4,47.2,65.918,Austrian,2024
TSU,RB,2.0,SOFT,2.0,31.4,47.2,65.929,Austrian,2024
RIC,RB,2.0,SOFT,2.0,31.4,47.9,66.225,Austrian,2024
SAR,Williams,2.0,SOFT,2.0,31.4,47.9,66.586,Austrian,2024
HUL,Haas F1 Team,2.0,SOFT,2.0,31.4,47.9,66.269,Austrian,2024
MAG,Haas F1 Team,2.0,SOFT,2.0,31.4,47.9,66.165,Austrian,2024
BOT,Kick Sauber,2.0,SOFT,2.0,31.4,47.9,66.509,Austrian,2024
ZHO,Kick Sauber,2.0,SOFT,2.0,31.4,47.9,66.464,Austrian,2024
HAM,Mercedes,2.0,SOFT,5.0,31.5,47.4,65.946,Austrian,2024
RUS,Mercedes,2.0,SOFT,5.0,31.5,47.4,65.614,Austrian,2024
VER,Red Bull Racing,5.0,SOFT,5.0,31.5,46.2,65.336,Austrian,2024
PER,Red Bull Racing,5.0,SOFT,2.0,31.5,46.2,65.646,Austrian,2024
SAI,Ferrari,5.0,SOFT,2.0,31.5,46.2,65.263,Austrian,2024
GAS,Alpine,5.0,SOFT,2.0,31.5,45.7,65.924,Austrian,2024
LEC,Ferrari,5.0,SOFT,2.0,31.5,45.7,65.509,Austrian,2024
ALO,Aston Martin,5.0,SOFT,2.0,31.5,45.7,65.836,Austrian,2024
OCO,Alpine,5.0,SOFT,2.0,31.5,45.7,65.661,Austrian,2024
STR,Aston Martin,5.0,SOFT,2.0,31.5,45.7,65.956,Austrian,2024
RIC,RB,5.0,SOFT,2.0,31.3,45.8,65.682,Austrian,2024
HUL,Haas F1 Team,5.0,SOFT,5.0,31.3,45.8,66.068,Austrian,2024
ALB,Williams,5.0,SOFT,2.0,31.3,45.8,65.823,Austrian,2024
SAR,Williams,5.0,SOFT,2.0,31.3,45.8,66.123,Austrian,2024
MAG,Haas F1 Team,5.0,SOFT,5.0,31.3,45.8,65.827,Austrian,2024
TSU,RB,5.0,SOFT,2.0,31.3,45.8,65.725,Austrian,2024
PIA,McLaren,5.0,SOFT,2.0,31.3,45.8,65.311,Austrian,2024
BOT,Kick Sauber,5.0,SOFT,2.0,31.3,45.8,65.847,Austrian,2024
ZHO,Kick Sauber,5.0,SOFT,2.0,31.3,45.9,66.136,Austrian,2024
NOR,McLaren,5.0,SOFT,2.0,31.3,45.9,65.45,Austrian,2024
NOR,McLaren,8.0,SOFT,5.0,31.4,45.8,65.602,Austrian,2024
GAS,Alpine,8.0,SOFT,2.0,31.4,46.2,65.598,Austrian,2024
HAM,Mercedes,5.0,SOFT,2.0,31.4,46.2,65.541,Austrian,2024
RUS,Mercedes,5.0,SOFT,4.0,31.4,46.2,65.585,Austrian,2024
OCO,Alpine,8.0,SOFT,2.0,31.4,46.2,65.574,Austrian,2024
HUL,Haas F1 Team,8.0,SOFT,2.0,31.4,46.2,65.596,Austrian,2024
MAG,Haas F1 Team,8.0,SOFT,2.0,31.4,46.8,65.508,Austrian,2024
RIC,RB,8.0,SOFT,2.0,31.4,46.8,65.569,Austrian,2024
ZHO,Kick Sauber,8.0,SOFT,2.0,31.4,46.8,66.061,Austrian,2024
TSU,RB,8.0,SOFT,2.0,31.4,46.8,65.563,Austrian,2024
ALB,Williams,8.0,SOFT,2.0,31.4,46.8,65.736,Austrian,2024
STR,Aston Martin,8.0,SOFT,2.0,31.4,46.8,65.819,Austrian,2024
ALO,Aston Martin,8.0,SOFT,2.0,31.4,46.8,65.656,Austrian,2024
SAR,Williams,8.0,SOFT,2.0,31.4,46.8,65.856,Austrian,2024
PER,Red Bull Racing,8.0,SOFT,2.0,31.4,46.8,65.587,Austrian,2024
BOT,Kick Sauber,8.0,SOFT,2.0,31.4,46.8,65.894,Austrian,2024
OCO,Alpine,11.0,SOFT,2.0,31.3,46.0,65.582,Austrian,2024
GAS,Alpine,11.0,SOFT,2.0,31.3,46.0,65.657,Austrian,2024
SAI,Ferrari,8.0,SOFT,5.0,31.3,46.0,65.745,Austrian,2024
LEC,Ferrari,10.0,SOFT,5.0,31.3,46.0,65.532,Austrian,2024
VER,Red Bull Racing,8.0,SOFT,2.0,31.3,46.4,64.577,Austrian,2024
TSU,RB,11.0,SOFT,2.0,31.3,46.4,65.412,Austrian,2024
HAM,Mercedes,8.0,SOFT,2.0,31.3,46.4,65.244,Austrian,2024
RUS,Mercedes,8.0,SOFT,2.0,31.3,46.4,65.068,Austrian,2024
RIC,RB,11.0,SOFT,2.0,31.3,46.4,65.334,Austrian,2024
PIA,McLaren,8.0,SOFT,2.0,31.3,46.4,65.07,Austrian,2024
ALO,Aston Martin,11.0,SOFT,2.0,31.3,46.4,65.639,Austrian,2024
NOR,McLaren,11.0,SOFT,2.0,31.3,46.4,65.103,Austrian,2024
HUL,Haas F1 Team,11.0,SOFT,2.0,31.3,46.4,65.491,Austrian,2024
PER,Red Bull Racing,11.0,SOFT,2.0,31.3,46.6,65.192,Austrian,2024
MAG,Haas F1 Team,11.0,SOFT,2.0,31.3,46.6,65.532,Austrian,2024
OCO,Alpine,14.0,SOFT,2.0,31.3,46.6,65.319,Austrian,2024
SAI,Ferrari,11.0,SOFT,2.0,31.3,46.6,65.016,Austrian,2024
GAS,Alpine,14.0,SOFT,2.0,31.3,46.6,65.359,Austrian,2024
LEC,Ferrari,13.0,SOFT,4.0,31.3,46.6,65.104,Austrian,2024
PER,Red Bull Racing,14.0,SOFT,2.0,31.4,45.7,65.144,Austrian,2024
OCO,Alpine,17.0,SOFT,2.0,31.4,45.7,65.274,Austrian,2024
TSU,RB,14.0,SOFT,2.0,31.4,45.7,65.526,Austrian,2024
HAM,Mercedes,11.0,SOFT,2.0,31.4,45.7,65.053,Austrian,2024
HUL,Haas F1 Team,14.0,SOFT,2.0,31.3,45.7,65.262,Austrian,2024
RUS,Mercedes,11.0,SOFT,2.0,31.3,45.7,65.016,Austrian,2024
VER,Red Bull Racing,11.0,SOFT,2.0,31.3,45.7,64.469,Austrian,2024
MAG,Haas F1 Team,14.0,SOFT,2.0,31.3,45.7,65.347,Austrian,2024
ALO,Aston Martin,14.0,SOFT,2.0,31.3,45.7,65.758,Austrian,2024
RIC,RB,14.0,SOFT,2.0,31.3,45.7,65.289,Austrian,2024
GAS,Alpine,17.0,SOFT,2.0,31.3,45.8,65.335,Austrian,2024
HUL,Haas F1 Team,17.0,SOFT,5.0,31.2,45.2,66.004,Austrian,2024
OCO,Alpine,20.0,SOFT,5.0,31.2,45.2,65.94,Austrian,2024
SAI,Ferrari,14.0,SOFT,2.0,31.2,45.2,65.235,Austrian,2024
PIA,McLaren,13.0,SOFT,2.0,31.2,45.2,65.048,Austrian,2024
VER,Red Bull Racing,14.0,SOFT,2.0,31.2,45.1,64.426,Austrian,2024
NOR,McLaren,16.0,SOFT,2.0,31.2,45.1,64.787,Austrian,2024
LEC,Ferrari,18.0,SOFT,4.0,31.2,45.1,65.044,Austrian,2024
PER,Red Bull Racing,17.0,SOFT,5.0,31.2,45.1,65.504,Austrian,2024
HAM,Mercedes,14.0,SOFT,2.0,31.2,45.1,65.113,Austrian,2024
RUS,Mercedes,14.0,SOFT,2.0,31.2,44.7,64.954,Austrian,2024
OCO,Alpine,23.0,SOFT,5.0,31.0,44.2,65.883,Austrian,2024
VER,Red Bull Racing,17.0,SOFT,2.0,31.0,44.5,64.314,Austrian,2024
HUL,Haas F1 Team,20.0,SOFT,2.0,31.0,44.5,65.385,Austrian,2024
PIA,McLaren,16.0,SOFT,2.0,31.0,44.5,64.786,Austrian,2024
SAI,Ferrari,17.0,SOFT,2.0,31.0,44.5,64.851,Austrian,2024
NOR,McLaren,19.0,SOFT,2.0,31.0,44.5,64.718,Austrian,2024
PER,Red Bull Racing,20.0,SOFT,5.0,31.0,44.6,65.202,Austrian,2024
HAM,Mercedes,17.0,SOFT,2.0,31.0,44.6,64.903,Austrian,2024
RUS,Mercedes,17.0,SOFT,2.0,31.0,44.6,64.84,Austrian,2024
PIA,McLaren,7.0,SOFT,2.0,13.6,20.3,90.895,British,2024
NOR,McLaren,7.0,SOFT,2.0,13.6,20.3,91.596,British,2024
SAI,Ferrari,8.0,SOFT,3.0,13.6,19.8,91.497,British,2024
STR,Aston Martin,9.0,SOFT,4.0,13.6,19.2,91.41,British,2024
ALB,Williams,8.0,SOFT,3.0,13.6,19.2,91.135,British,2024
SAR,Williams,9.0,SOFT,3.0,13.6,19.2,91.608,British,2024
ALO,Aston Martin,10.0,SOFT,4.0,13.6,19.2,91.264,British,2024
HAM,Mercedes,10.0,SOFT,4.0,13.6,19.2,89.547,British,2024
RUS,Mercedes,10.0,SOFT,4.0,13.6,19.2,90.106,British,2024
RIC,RB,9.0,SOFT,4.0,13.5,19.0,91.291,British,2024
VER,Red Bull Racing,9.0,SOFT,4.0,13.5,19.0,91.342,British,2024
SAI,Ferrari,9.0,SOFT,4.0,13.5,19.0,90.557,British,2024
LEC,Ferrari,9.0,SOFT,4.0,13.5,19.0,90.496,British,2024
ZHO,Kick Sauber,11.0,SOFT,5.0,13.5,19.0,91.19,British,2024
TSU,RB,9.0,SOFT,4.0,13.5,19.0,90.994,British,2024
ALB,Williams,11.0,SOFT,3.0,13.1,18.8,87.983,British,2024
SAR,Williams,12.0,SOFT,2.0,13.1,18.8,89.431,British,2024
ZHO,Kick Sauber,14.0,SOFT,2.0,13.1,18.8,89.01,British,2024
STR,Aston Martin,12.0,SOFT,2.0,13.1,18.8,88.16,British,2024
ALO,Aston Martin,13.0,SOFT,2.0,13.1,18.8,87.652,British,2024
HUL,Haas F1 Team,5.0,SOFT,2.0,13.1,19.1,87.718,British,2024
TSU,RB,12.0,SOFT,2.0,13.1,19.1,88.84,British,2024
PIA,McLaren,11.0,SOFT,6.0,13.1,19.1,87.631,British,2024
LEC,Ferrari,12.0,SOFT,4.0,13.1,19.1,88.579,British,2024
VER,Red Bull Racing,12.0,SOFT,2.0,13.1,19.1,87.799,British,2024
SAI,Ferrari,12.0,SOFT,3.0,13.1,19.1,87.54,British,2024
HAM,Mercedes,13.0,SOFT,7.0,13.2,19.4,88.285,British,2024
