Driver,TeamName,LapNumber,Compound,TyreLife,AirTemp,TrackTemp,LapTimeSeconds,Race,Year
HAM,Mercedes,7.0,SOFT,4.0,12.7,14.8,81.556,Emilia Romagna,2022
RUS,Mercedes,8.0,SOFT,4.0,12.7,14.8,81.547,Emilia Romagna,2022
RIC,McLaren,7.0,SOFT,4.0,12.7,14.8,80.671,Emilia Romagna,2022
PER,Red Bull Racing,7.0,SOFT,4.0,12.7,14.8,81.17,Emilia Romagna,2022
ZHO,Alfa Romeo,9.0,SOFT,5.0,12.8,14.7,81.022,Emilia Romagna,2022
NOR,McLaren,7.0,SOFT,4.0,12.8,14.7,80.168,Emilia Romagna,2022
LEC,Ferrari,6.0,SOFT,6.0,12.8,14.7,79.545,Emilia Romagna,2022
SAI,Ferrari,7.0,SOFT,7.0,12.8,14.7,79.56,Emilia Romagna,2022
GAS,AlphaTauri,8.0,SOFT,5.0,12.8,14.7,81.295,Emilia Romagna,2022
TSU,AlphaTauri,8.0,SOFT,5.0,12.8,14.7,81.058,Emilia Romagna,2022
MAG,Haas F1 Team,8.0,SOFT,5.0,12.8,14.7,80.675,Emilia Romagna,2022
ZHO,Alfa Romeo,10.0,SOFT,6.0,12.7,14.7,80.458,Emilia Romagna,2022
LEC,Ferrari,7.0,SOFT,7.0,12.7,14.7,79.649,Emilia Romagna,2022
BOT,Alfa Romeo,10.0,SOFT,10.0,12.7,14.8,81.114,Emilia Romagna,2022
MSC,Haas F1 Team,10.0,SOFT,6.0,12.7,14.8,81.505,Emilia Romagna,2022
ALO,Alpine,9.0,SOFT,6.0,12.7,14.8,80.406,Emilia Romagna,2022
LAT,Williams,10.0,SOFT,2.0,12.7,14.8,83.263,Emilia Romagna,2022
PER,Red Bull Racing,9.0,SOFT,6.0,12.7,14.8,81.993,Emilia Romagna,2022
NOR,McLaren,9.0,SOFT,6.0,12.7,14.7,80.553,Emilia Romagna,2022
SAI,Ferrari,9.0,SOFT,9.0,12.7,14.7,79.305,Emilia Romagna,2022
GAS,AlphaTauri,10.0,SOFT,7.0,12.7,14.7,80.732,Emilia Romagna,2022
TSU,AlphaTauri,10.0,SOFT,7.0,12.7,14.7,80.474,Emilia Romagna,2022
MAG,Haas F1 Team,10.0,SOFT,7.0,12.7,14.7,80.147,Emilia Romagna,2022
RIC,McLaren,10.0,SOFT,7.0,12.8,14.7,79.98,Emilia Romagna,2022
VER,Red Bull Racing,10.0,SOFT,7.0,12.8,14.7,79.295,Emilia Romagna,2022
HAM,Mercedes,10.0,SOFT,2.0,12.8,14.7,81.226,Emilia Romagna,2022
ZHO,Alfa Romeo,12.0,SOFT,8.0,12.8,14.7,79.73,Emilia Romagna,2022
RUS,Mercedes,11.0,SOFT,3.0,12.8,14.7,80.887,Emilia Romagna,2022
LEC,Ferrari,9.0,SOFT,9.0,12.8,14.7,78.796,Emilia Romagna,2022
BOT,Alfa Romeo,12.0,SOFT,12.0,12.7,14.7,80.419,Emilia Romagna,2022
MSC,Haas F1 Team,12.0,SOFT,8.0,12.7,14.7,80.422,Emilia Romagna,2022
VET,Aston Martin,11.0,SOFT,2.0,12.7,14.7,80.364,Emilia Romagna,2022
STR,Aston Martin,10.0,SOFT,2.0,12.7,14.7,80.342,Emilia Romagna,2022
ALO,Alpine,11.0,SOFT,8.0,12.7,14.7,80.198,Emilia Romagna,2022
PER,Red Bull Racing,11.0,SOFT,8.0,12.7,14.7,79.773,Emilia Romagna,2022
HAM,Mercedes,11.0,SOFT,3.0,12.7,14.7,80.47,Emilia Romagna,2022
LAT,Williams,12.0,SOFT,4.0,12.7,14.7,81.971,Emilia Romagna,2022
RUS,Mercedes,12.0,SOFT,4.0,12.7,14.7,80.383,Emilia Romagna,2022
SAI,Ferrari,12.0,SOFT,2.0,12.7,14.5,78.99,Emilia Romagna,2022
MSC,Haas F1 Team,15.0,SOFT,2.0,12.7,14.5,80.916,Emilia Romagna,2022
NOR,McLaren,12.0,SOFT,2.0,12.7,14.5,79.294,Emilia Romagna,2022
VET,Aston Martin,14.0,SOFT,2.0,12.7,14.5,79.957,Emilia Romagna,2022
ZHO,Alfa Romeo,15.0,SOFT,2.0,12.7,14.5,81.434,Emilia Romagna,2022
BOT,Alfa Romeo,15.0,SOFT,2.0,12.7,14.5,80.192,Emilia Romagna,2022
ALO,Alpine,14.0,SOFT,2.0,12.7,14.5,79.595,Emilia Romagna,2022
VER,Red Bull Racing,13.0,SOFT,2.0,12.7,14.4,78.793,Emilia Romagna,2022
MAG,Haas F1 Team,13.0,SOFT,2.0,12.7,14.4,79.902,Emilia Romagna,2022
LEC,Ferrari,12.0,SOFT,2.0,12.7,14.4,79.584,Emilia Romagna,2022
PER,Red Bull Racing,14.0,SOFT,2.0,12.7,14.4,79.296,Emilia Romagna,2022
RUS,Mercedes,15.0,SOFT,2.0,12.7,14.4,80.757,Emilia Romagna,2022
HAM,Mercedes,14.0,SOFT,2.0,12.7,14.4,81.138,Emilia Romagna,2022
RIC,McLaren,13.0,SOFT,2.0,12.7,14.4,80.031,Emilia Romagna,2022
SAI,Ferrari,13.0,SOFT,3.0,12.7,14.4,78.678,Emilia Romagna,2022
NOR,McLaren,2.0,SOFT,2.0,25.7,47.3,75.8,Monaco,2022
BOT,Alfa Romeo,2.0,SOFT,2.0,25.7,47.3,75.856,Monaco,2022
HAM,Mercedes,2.0,SOFT,2.0,25.7,47.3,75.391,Monaco,2022
RIC,McLaren,2.0,SOFT,2.0,25.7,47.3,75.561,Monaco,2022
PER,Red Bull Racing,2.0,SOFT,2.0,25.7,47.3,74.369,Monaco,2022
TSU,AlphaTauri,2.0,SOFT,2.0,25.7,47.3,75.746,Monaco,2022
VER,Red Bull Racing,2.0,SOFT,2.0,25.7,47.0,74.295,Monaco,2022
STR,Aston Martin,2.0,SOFT,2.0,25.7,47.0,76.034,Monaco,2022
GAS,AlphaTauri,3.0,SOFT,3.0,25.9,47.1,75.492,Monaco,2022
LEC,Ferrari,2.0,SOFT,2.0,25.9,47.1,74.892,Monaco,2022
MAG,Haas F1 Team,4.0,SOFT,4.0,25.9,47.1,74.743,Monaco,2022
ALB,Williams,4.0,SOFT,4.0,25.9,47.1,75.26,Monaco,2022
OCO,Alpine,3.0,SOFT,3.0,25.8,46.5,74.711,Monaco,2022
ALO,Alpine,3.0,SOFT,3.0,25.8,46.5,74.148,Monaco,2022
NOR,McLaren,4.0,SOFT,4.0,25.8,46.5,74.192,Monaco,2022
ZHO,Alfa Romeo,4.0,SOFT,4.0,25.8,46.5,75.606,Monaco,2022
VET,Aston Martin,4.0,SOFT,4.0,25.8,46.5,74.945,Monaco,2022
LAT,Williams,4.0,SOFT,4.0,25.8,46.5,76.358,Monaco,2022
HAM,Mercedes,4.0,SOFT,4.0,25.8,46.5,74.79,Monaco,2022
RUS,Mercedes,4.0,SOFT,4.0,25.8,46.5,74.571,Monaco,2022
RIC,McLaren,4.0,SOFT,4.0,25.8,46.5,74.64,Monaco,2022
PER,Red Bull Racing,4.0,SOFT,4.0,25.8,46.5,73.292,Monaco,2022
TSU,AlphaTauri,4.0,SOFT,4.0,25.8,46.5,74.594,Monaco,2022
VER,Red Bull Racing,4.0,SOFT,4.0,26.0,46.4,73.402,Monaco,2022
SAI,Ferrari,3.0,SOFT,3.0,26.0,46.4,73.292,Monaco,2022
STR,Aston Martin,4.0,SOFT,4.0,26.0,46.4,74.718,Monaco,2022
GAS,AlphaTauri,5.0,SOFT,5.0,26.1,46.4,73.66,Monaco,2022
LEC,Ferrari,4.0,SOFT,4.0,26.1,46.4,72.939,Monaco,2022
ALB,Williams,6.0,SOFT,6.0,26.1,46.4,74.798,Monaco,2022
OCO,Alpine,5.0,SOFT,5.0,26.1,46.4,74.129,Monaco,2022
ALO,Alpine,5.0,SOFT,5.0,26.3,46.4,73.394,Monaco,2022
NOR,McLaren,6.0,SOFT,6.0,26.3,46.4,73.8,Monaco,2022
LAT,Williams,6.0,SOFT,6.0,26.3,46.4,75.638,Monaco,2022
RUS,Mercedes,6.0,SOFT,6.0,26.3,46.4,73.852,Monaco,2022
RIC,McLaren,6.0,SOFT,6.0,26.3,46.4,74.062,Monaco,2022
PER,Red Bull Racing,6.0,SOFT,6.0,26.3,46.4,73.324,Monaco,2022
VER,Red Bull Racing,6.0,SOFT,6.0,26.3,46.4,72.993,Monaco,2022
HAM,Mercedes,7.0,SOFT,7.0,26.4,46.3,73.444,Monaco,2022
LEC,Ferrari,6.0,SOFT,6.0,26.4,46.3,72.569,Monaco,2022
SAI,Ferrari,6.0,SOFT,6.0,26.4,46.3,72.616,Monaco,2022
PER,Red Bull Racing,8.0,SOFT,8.0,26.5,46.7,73.004,Monaco,2022
VER,Red Bull Racing,8.0,SOFT,8.0,26.5,46.7,73.068,Monaco,2022
MSC,Haas F1 Team,7.0,SOFT,3.0,26.5,46.7,73.469,Monaco,2022
ALB,Williams,9.0,SOFT,2.0,26.5,46.7,73.626,Monaco,2022
MAG,Haas F1 Team,8.0,SOFT,3.0,26.5,46.7,73.069,Monaco,2022
STR,Aston Martin,7.0,SOFT,2.0,26.6,45.9,73.678,Monaco,2022
LAT,Williams,9.0,SOFT,2.0,26.6,45.9,74.57,Monaco,2022
VET,Aston Martin,8.0,SOFT,3.0,26.6,45.6,73.789,Monaco,2022
BOT,Alfa Romeo,6.0,SOFT,2.0,26.6,45.6,73.541,Monaco,2022
RUS,Mercedes,10.0,SOFT,3.0,26.6,45.6,72.787,Monaco,2022
ALB,Williams,13.0,SOFT,2.0,26.0,44.9,73.611,Monaco,2022
LAT,Williams,12.0,SOFT,2.0,26.0,44.9,74.403,Monaco,2022
VET,Aston Martin,11.0,SOFT,6.0,25.9,44.9,73.313,Monaco,2022
ALO,Alpine,10.0,SOFT,10.0,25.9,44.9,74.766,Monaco,2022
NOR,McLaren,11.0,SOFT,2.0,25.9,44.9,72.927,Monaco,2022
RIC,McLaren,11.0,SOFT,2.0,25.9,44.9,73.338,Monaco,2022
STR,Aston Martin,10.0,SOFT,5.0,25.9,44.9,75.902,Monaco,2022
OCO,Alpine,10.0,SOFT,2.0,25.9,44.9,72.848,Monaco,2022
TSU,AlphaTauri,9.0,SOFT,2.0,25.9,44.9,73.11,Monaco,2022
VER,Red Bull Racing,11.0,SOFT,2.0,27.0,51.0,72.551,Monaco,2022
SAI,Ferrari,11.0,SOFT,2.0,27.0,51.0,72.074,Monaco,2022
PER,Red Bull Racing,11.0,SOFT,2.0,27.0,51.0,72.059,Monaco,2022
NOR,McLaren,14.0,SOFT,4.0,27.1,51.2,72.911,Monaco,2022
TSU,AlphaTauri,12.0,SOFT,7.0,27.1,51.2,73.841,Monaco,2022
LEC,Ferrari,11.0,SOFT,2.0,27.1,51.2,72.092,Monaco,2022
VET,Aston Martin,14.0,SOFT,2.0,27.1,51.2,73.134,Monaco,2022
RIC,McLaren,14.0,SOFT,4.0,27.1,51.2,74.544,Monaco,2022
BOT,Alfa Romeo,11.0,SOFT,2.0,27.1,51.2,73.49,Monaco,2022
HAM,Mercedes,15.0,SOFT,3.0,27.1,51.2,72.843,Monaco,2022
RUS,Mercedes,14.0,SOFT,3.0,27.2,51.0,72.917,Monaco,2022
MAG,Haas F1 Team,14.0,SOFT,4.0,27.2,51.0,73.144,Monaco,2022
ALO,Alpine,13.0,SOFT,2.0,27.2,51.0,72.721,Monaco,2022
NOR,McLaren,16.0,SOFT,6.0,27.2,51.0,72.678,Monaco,2022
TSU,AlphaTauri,14.0,SOFT,9.0,27.2,51.0,73.675,Monaco,2022
OCO,Alpine,13.0,SOFT,4.0,27.2,51.0,73.055,Monaco,2022
VET,Aston Martin,16.0,SOFT,4.0,27.2,51.0,73.334,Monaco,2022
BOT,Alfa Romeo,13.0,SOFT,4.0,27.2,51.0,73.261,Monaco,2022
VER,Red Bull Racing,14.0,SOFT,6.0,27.2,51.0,72.353,Monaco,2022
LEC,Ferrari,14.0,SOFT,5.0,27.2,51.0,71.864,Monaco,2022
RUS,Mercedes,16.0,SOFT,5.0,27.2,51.0,73.769,Monaco,2022
PER,Red Bull Racing,14.0,SOFT,3.0,27.4,51.0,71.954,Monaco,2022
RIC,McLaren,18.0,SOFT,2.0,27.4,51.2,73.067,Monaco,2022
NOR,McLaren,19.0,SOFT,2.0,27.4,51.2,72.266,Monaco,2022
TSU,AlphaTauri,17.0,SOFT,2.0,27.4,51.2,72.797,Monaco,2022
RUS,Mercedes,19.0,SOFT,2.0,27.4,51.8,72.617,Monaco,2022
MAG,Haas F1 Team,18.0,SOFT,3.0,27.4,51.8,72.921,Monaco,2022
MSC,Haas F1 Team,16.0,SOFT,3.0,27.4,51.8,73.081,Monaco,2022
ALO,Alpine,16.0,SOFT,2.0,27.4,51.8,72.688,Monaco,2022
RIC,McLaren,20.0,SOFT,4.0,27.4,51.8,72.964,Monaco,2022
OCO,Alpine,16.0,SOFT,2.0,27.4,51.8,72.528,Monaco,2022
HAM,Mercedes,21.0,SOFT,4.0,27.6,51.8,72.595,Monaco,2022
VET,Aston Martin,20.0,SOFT,3.0,27.6,51.8,72.613,Monaco,2022
SAI,Ferrari,19.0,SOFT,5.0,27.6,51.8,72.322,Monaco,2022
BOT,Alfa Romeo,16.0,SOFT,2.0,27.6,51.8,72.909,Monaco,2022
TSU,AlphaTauri,19.0,SOFT,4.0,27.6,51.8,73.029,Monaco,2022
VER,Red Bull Racing,17.0,SOFT,2.0,27.6,51.8,72.117,Monaco,2022
PER,Red Bull Racing,17.0,SOFT,2.0,27.6,51.8,72.09,Monaco,2022
LEC,Ferrari,20.0,SOFT,2.0,27.2,47.5,71.376,Monaco,2022
SAI,Ferrari,22.0,SOFT,2.0,26.7,47.4,71.601,Monaco,2022
NOR,McLaren,22.0,SOFT,5.0,26.7,47.4,72.451,Monaco,2022
VER,Red Bull Racing,20.0,SOFT,2.0,26.7,47.4,71.666,Monaco,2022
PER,Red Bull Racing,20.0,SOFT,2.0,26.7,47.4,71.629,Monaco,2022
HAM,Mercedes,25.0,SOFT,7.0,26.7,47.0,72.56,Monaco,2022
RUS,Mercedes,23.0,SOFT,7.0,26.7,47.0,72.635,Monaco,2022
VET,Aston Martin,24.0,SOFT,3.0,26.7,47.0,72.732,Monaco,2022
ALO,Alpine,19.0,SOFT,2.0,26.6,46.6,72.247,Monaco,2022
OCO,Alpine,19.0,SOFT,5.0,26.6,46.6,73.047,Monaco,2022
PER,Red Bull Racing,22.0,SOFT,4.0,26.7,46.6,74.187,Monaco,2022
VER,Red Bull Racing,23.0,SOFT,2.0,26.5,45.6,71.903,Monaco,2022
NOR,McLaren,25.0,SOFT,2.0,26.5,45.6,71.849,Monaco,2022
RUS,Mercedes,26.0,SOFT,2.0,26.6,45.3,72.112,Monaco,2022
VER,Red Bull Racing,17.0,WET,6.0,13.5,18.6,86.27,Canadian,2022
VER,Red Bull Racing,18.0,WET,7.0,13.4,18.5,85.201,Canadian,2022
VER,Red Bull Racing,20.0,WET,9.0,13.5,18.1,83.746,Canadian,2022
SAI,Ferrari,16.0,INTERMEDIATE,3.0,14.0,18.2,86.588,Canadian,2022
RUS,Mercedes,19.0,INTERMEDIATE,4.0,14.1,18.0,86.321,Canadian,2022
MAG,Haas F1 Team,21.0,INTERMEDIATE,5.0,14.2,17.9,86.8,Canadian,2022
ZHO,Alfa Romeo,20.0,INTERMEDIATE,5.0,14.3,17.8,86.869,Canadian,2022
RUS,Mercedes,20.0,INTERMEDIATE,5.0,14.3,17.8,85.758,Canadian,2022
MSC,Haas F1 Team,20.0,INTERMEDIATE,5.0,14.3,17.8,85.773,Canadian,2022
RIC,McLaren,19.0,INTERMEDIATE,5.0,14.3,17.8,86.473,Canadian,2022
ALO,Alpine,20.0,INTERMEDIATE,5.0,14.4,17.8,84.848,Canadian,2022
BOT,Alfa Romeo,20.0,INTERMEDIATE,6.0,14.4,17.8,86.788,Canadian,2022
MAG,Haas F1 Team,22.0,INTERMEDIATE,6.0,14.4,17.8,86.254,Canadian,2022
ZHO,Alfa Romeo,21.0,INTERMEDIATE,6.0,14.4,17.8,86.116,Canadian,2022
RUS,Mercedes,21.0,INTERMEDIATE,6.0,14.4,17.8,84.95,Canadian,2022
HAM,Mercedes,21.0,INTERMEDIATE,6.0,14.4,17.8,85.543,Canadian,2022
ALB,Williams,20.0,INTERMEDIATE,6.0,14.4,17.8,86.858,Canadian,2022
SAI,Ferrari,19.0,INTERMEDIATE,6.0,14.6,17.9,85.197,Canadian,2022
MSC,Haas F1 Team,21.0,INTERMEDIATE,6.0,14.6,17.9,85.684,Canadian,2022
RIC,McLaren,20.0,INTERMEDIATE,6.0,14.6,17.9,86.375,Canadian,2022
OCO,Alpine,21.0,INTERMEDIATE,6.0,14.6,17.9,86.135,Canadian,2022
HAM,Mercedes,24.0,INTERMEDIATE,2.0,14.7,18.3,84.36,Canadian,2022
RUS,Mercedes,24.0,INTERMEDIATE,2.0,14.7,18.3,84.006,Canadian,2022
MAG,Haas F1 Team,25.0,INTERMEDIATE,2.0,14.7,18.3,85.238,Canadian,2022
MSC,Haas F1 Team,24.0,INTERMEDIATE,2.0,14.7,18.3,84.87,Canadian,2022
ZHO,Alfa Romeo,24.0,INTERMEDIATE,2.0,14.7,18.3,86.44,Canadian,2022
VER,Red Bull Racing,23.0,INTERMEDIATE,2.0,14.7,18.3,82.701,Canadian,2022
SAI,Ferrari,22.0,INTERMEDIATE,2.0,14.7,18.3,83.812,Canadian,2022
ALO,Alpine,23.0,INTERMEDIATE,2.0,14.6,18.3,83.849,Canadian,2022
OCO,Alpine,24.0,INTERMEDIATE,2.0,14.6,18.3,85.347,Canadian,2022
HAM,Mercedes,25.0,INTERMEDIATE,3.0,14.6,18.3,83.767,Canadian,2022
RUS,Mercedes,25.0,INTERMEDIATE,3.0,14.6,18.3,83.557,Canadian,2022
MAG,Haas F1 Team,26.0,INTERMEDIATE,3.0,14.6,18.3,84.44,Canadian,2022
MSC,Haas F1 Team,25.0,INTERMEDIATE,3.0,14.9,18.3,83.488,Canadian,2022
ZHO,Alfa Romeo,25.0,INTERMEDIATE,3.0,14.9,18.3,84.59,Canadian,2022
VER,Red Bull Racing,24.0,INTERMEDIATE,3.0,14.9,18.3,83.616,Canadian,2022
SAI,Ferrari,23.0,INTERMEDIATE,3.0,14.9,18.3,82.932,Canadian,2022
ALO,Alpine,24.0,INTERMEDIATE,3.0,14.9,18.3,83.097,Canadian,2022
OCO,Alpine,25.0,INTERMEDIATE,3.0,14.9,18.3,84.636,Canadian,2022
RIC,McLaren,24.0,INTERMEDIATE,3.0,14.9,18.3,85.068,Canadian,2022
RUS,Mercedes,26.0,INTERMEDIATE,4.0,14.9,18.3,83.615,Canadian,2022
ZHO,Alfa Romeo,26.0,INTERMEDIATE,4.0,14.9,18.3,85.052,Canadian,2022
MAG,Haas F1 Team,29.0,INTERMEDIATE,2.0,15.0,18.3,82.96,Canadian,2022
HAM,Mercedes,28.0,INTERMEDIATE,2.0,15.0,18.3,86.121,Canadian,2022
VER,Red Bull Racing,27.0,INTERMEDIATE,2.0,15.0,18.3,81.62,Canadian,2022
RIC,McLaren,27.0,INTERMEDIATE,2.0,15.0,18.3,83.749,Canadian,2022
HAM,Mercedes,29.0,INTERMEDIATE,3.0,15.1,18.1,82.891,Canadian,2022
ZHO,Alfa Romeo,29.0,INTERMEDIATE,2.0,15.1,18.1,84.58,Canadian,2022
OCO,Alpine,28.0,INTERMEDIATE,2.0,15.1,18.1,84.08,Canadian,2022
HAM,Mercedes,30.0,INTERMEDIATE,4.0,15.2,18.1,83.626,Canadian,2022
ZHO,Alfa Romeo,30.0,INTERMEDIATE,3.0,15.2,18.1,84.03,Canadian,2022
VER,Red Bull Racing,29.0,INTERMEDIATE,4.0,15.2,18.1,81.299,Canadian,2022
SAI,Ferrari,28.0,INTERMEDIATE,4.0,15.1,18.0,82.096,Canadian,2022
OCO,Alpine,29.0,INTERMEDIATE,3.0,15.1,18.0,83.529,Canadian,2022
MSC,Haas F1 Team,30.0,INTERMEDIATE,4.0,15.1,18.0,83.356,Canadian,2022
ALO,Alpine,28.0,INTERMEDIATE,3.0,15.1,18.0,81.944,Canadian,2022
RIC,McLaren,29.0,INTERMEDIATE,4.0,15.1,18.0,83.902,Canadian,2022
VER,Red Bull Racing,2.0,INTERMEDIATE,2.0,15.3,20.5,105.743,British,2022
LEC,Ferrari,3.0,INTERMEDIATE,3.0,15.0,20.5,103.028,British,2022
HAM,Mercedes,3.0,INTERMEDIATE,3.0,14.8,20.4,103.994,British,2022
RUS,Mercedes,3.0,INTERMEDIATE,3.0,14.8,20.4,104.976,British,2022
NOR,McLaren,3.0,INTERMEDIATE,3.0,14.8,20.4,105.036,British,2022
VER,Red Bull Racing,3.0,INTERMEDIATE,3.0,14.8,20.4,102.814,British,2022
PER,Red Bull Racing,3.0,INTERMEDIATE,3.0,14.8,20.4,103.803,British,2022
LEC,Ferrari,4.0,INTERMEDIATE,4.0,14.8,20.4,102.129,British,2022
MAG,Haas F1 Team,4.0,INTERMEDIATE,4.0,14.8,20.3,105.871,British,2022
ZHO,Alfa Romeo,4.0,INTERMEDIATE,4.0,14.8,20.3,104.989,British,2022
BOT,Alfa Romeo,4.0,INTERMEDIATE,4.0,14.8,20.3,104.799,British,2022
SAI,Ferrari,4.0,INTERMEDIATE,4.0,14.8,20.3,103.463,British,2022
GAS,AlphaTauri,4.0,INTERMEDIATE,4.0,14.8,20.3,105.901,British,2022
TSU,AlphaTauri,4.0,INTERMEDIATE,4.0,14.8,20.3,105.44,British,2022
RIC,McLaren,4.0,INTERMEDIATE,4.0,14.8,20.3,105.15,British,2022
HAM,Mercedes,4.0,INTERMEDIATE,4.0,14.8,20.3,103.023,British,2022
RUS,Mercedes,4.0,INTERMEDIATE,4.0,14.8,20.3,102.944,British,2022
NOR,McLaren,4.0,INTERMEDIATE,4.0,14.7,20.4,102.94,British,2022
PER,Red Bull Racing,4.0,INTERMEDIATE,4.0,14.7,20.4,102.795,British,2022
LEC,Ferrari,5.0,INTERMEDIATE,5.0,14.7,20.4,105.687,British,2022
ALB,Williams,5.0,INTERMEDIATE,5.0,14.7,20.4,103.688,British,2022
LAT,Williams,5.0,INTERMEDIATE,5.0,14.7,20.4,105.765,British,2022
ZHO,Alfa Romeo,5.0,INTERMEDIATE,5.0,14.7,20.4,103.375,British,2022
BOT,Alfa Romeo,5.0,INTERMEDIATE,5.0,14.6,20.3,103.809,British,2022
ALO,Alpine,2.0,INTERMEDIATE,2.0,14.6,20.3,104.685,British,2022
STR,Aston Martin,5.0,INTERMEDIATE,5.0,14.6,20.3,105.234,British,2022
TSU,AlphaTauri,5.0,INTERMEDIATE,5.0,14.6,20.3,104.533,British,2022
RIC,McLaren,5.0,INTERMEDIATE,5.0,14.6,20.3,104.553,British,2022
RUS,Mercedes,5.0,INTERMEDIATE,5.0,14.6,20.3,101.743,British,2022
VET,Aston Martin,4.0,INTERMEDIATE,2.0,14.6,20.3,105.741,British,2022
VER,Red Bull Racing,5.0,INTERMEDIATE,5.0,14.6,20.3,100.452,British,2022
PER,Red Bull Racing,5.0,INTERMEDIATE,5.0,14.6,20.4,102.611,British,2022
LEC,Ferrari,6.0,INTERMEDIATE,6.0,14.6,20.4,100.785,British,2022
MSC,Haas F1 Team,6.0,INTERMEDIATE,6.0,14.6,20.4,105.175,British,2022
LAT,Williams,6.0,INTERMEDIATE,6.0,14.6,20.4,103.863,British,2022
OCO,Alpine,3.0,INTERMEDIATE,3.0,14.6,20.4,103.248,British,2022
MAG,Haas F1 Team,6.0,INTERMEDIATE,6.0,14.6,20.4,103.513,British,2022
BOT,Alfa Romeo,6.0,INTERMEDIATE,6.0,14.6,20.4,103.352,British,2022
ALO,Alpine,3.0,INTERMEDIATE,3.0,14.6,20.4,102.41,British,2022
STR,Aston Martin,6.0,INTERMEDIATE,6.0,14.5,20.4,104.009,British,2022
SAI,Ferrari,6.0,INTERMEDIATE,6.0,14.5,20.4,101.278,British,2022
GAS,AlphaTauri,6.0,INTERMEDIATE,6.0,14.5,20.4,103.772,British,2022
VET,Aston Martin,5.0,INTERMEDIATE,3.0,14.5,20.4,104.423,British,2022
NOR,McLaren,6.0,INTERMEDIATE,6.0,14.5,20.4,102.385,British,2022
LEC,Ferrari,7.0,INTERMEDIATE,7.0,14.5,20.4,100.63,British,2022
LAT,Williams,7.0,INTERMEDIATE,7.0,14.5,20.5,105.738,British,2022
OCO,Alpine,4.0,INTERMEDIATE,4.0,14.5,20.5,103.177,British,2022
MAG,Haas F1 Team,7.0,INTERMEDIATE,7.0,14.5,20.5,103.724,British,2022
ZHO,Alfa Romeo,7.0,INTERMEDIATE,7.0,14.5,20.5,101.854,British,2022
VET,Aston Martin,6.0,INTERMEDIATE,4.0,14.4,20.5,103.088,British,2022
HAM,Mercedes,7.0,INTERMEDIATE,7.0,14.4,20.5,105.735,British,2022
RUS,Mercedes,7.0,INTERMEDIATE,7.0,14.4,20.5,105.778,British,2022
TSU,AlphaTauri,7.0,INTERMEDIATE,7.0,14.4,20.5,103.014,British,2022
VER,Red Bull Racing,7.0,INTERMEDIATE,7.0,14.4,20.5,99.975,British,2022
PER,Red Bull Racing,7.0,INTERMEDIATE,7.0,14.4,20.5,101.439,British,2022
OCO,Alpine,5.0,INTERMEDIATE,5.0,14.4,20.5,102.366,British,2022
BOT,Alfa Romeo,8.0,INTERMEDIATE,8.0,14.4,20.5,101.871,British,2022
ALB,Williams,8.0,INTERMEDIATE,2.0,14.4,20.5,102.759,British,2022
SAI,Ferrari,8.0,INTERMEDIATE,8.0,14.4,20.5,100.615,British,2022
HAM,Mercedes,8.0,INTERMEDIATE,8.0,14.4,20.6,100.46,British,2022
RUS,Mercedes,8.0,INTERMEDIATE,8.0,14.4,20.6,100.957,British,2022
NOR,McLaren,8.0,INTERMEDIATE,8.0,14.4,20.6,101.515,British,2022
RIC,McLaren,8.0,INTERMEDIATE,2.0,14.4,20.6,103.001,British,2022
LAT,Williams,9.0,INTERMEDIATE,2.0,14.4,20.5,102.309,British,2022
MSC,Haas F1 Team,9.0,INTERMEDIATE,2.0,14.4,20.5,103.174,British,2022
MAG,Haas F1 Team,9.0,INTERMEDIATE,2.0,14.4,20.5,102.18,British,2022
GAS,AlphaTauri,9.0,INTERMEDIATE,9.0,14.5,20.4,101.68,British,2022
ALO,Alpine,6.0,INTERMEDIATE,6.0,14.5,20.4,101.77,British,2022
NOR,McLaren,9.0,INTERMEDIATE,9.0,14.5,20.4,105.859,British,2022
VET,Aston Martin,8.0,INTERMEDIATE,6.0,14.5,20.4,102.666,British,2022
TSU,AlphaTauri,9.0,INTERMEDIATE,9.0,14.5,20.4,101.893,British,2022
RIC,McLaren,9.0,INTERMEDIATE,3.0,14.5,20.4,101.933,British,2022
LEC,Ferrari,10.0,INTERMEDIATE,10.0,14.5,20.4,99.846,British,2022
VER,Red Bull Racing,9.0,INTERMEDIATE,9.0,14.5,20.4,99.129,British,2022
STR,Aston Martin,9.0,INTERMEDIATE,2.0,14.5,20.4,103.43,British,2022
OCO,Alpine,7.0,INTERMEDIATE,7.0,14.5,20.4,101.73,British,2022
LAT,Williams,10.0,INTERMEDIATE,3.0,14.5,20.4,101.998,British,2022
PER,Red Bull Racing,9.0,INTERMEDIATE,9.0,14.4,20.4,100.521,British,2022
MSC,Haas F1 Team,10.0,INTERMEDIATE,3.0,14.4,20.4,102.708,British,2022
MAG,Haas F1 Team,10.0,INTERMEDIATE,3.0,14.4,20.4,102.159,British,2022
ALB,Williams,10.0,INTERMEDIATE,4.0,14.4,20.4,102.078,British,2022
SAI,Ferrari,10.0,INTERMEDIATE,10.0,14.4,20.4,100.19,British,2022
BOT,Alfa Romeo,10.0,INTERMEDIATE,10.0,14.4,20.4,101.396,British,2022
